X,Y
0.3773607210231654,0.2683841626308455
0.161378981492462,0.7556928326639694
0.5088906826533902,0.2729774615899706
0.02617755011650691,0.9936209915236153
0.9997444765854787,0.3459190666238149
0.25012812235290516,0.294465169700165
0.8286948185652853,0.1340486124724236
0.9515747833813599,0.6642379627742543
0.5777094617158227,0.17917479250569224
0.47009958585398437,0.40728338075001147
0.30944130992522023,0.6078530423046538
0.034259775850855934,0.6188492745363943
0.9348371533791838,0.018691755540983568
0.7858462567268735,0.9983572434692465
0.40126171692058077,0.8060628858373623
0.5221834717956886,0.34445548206247
0.5852859013489301,0.22741048943737907
0.059916099468421025,0.6857647742214135
0.30292138389480183,0.7695540061126088
0.5948846370112189,0.504126175352311
0.9059711170627479,0.36451036717669594
0.8029925001729948,0.6880954429054038
0.05731992794181873,0.06898397874267148
0.3153240322562805,0.9935912278450991
0.20416139750709394,0.47101146420842
0.7571476399843319,0.8694737820348528
0.3567594275971532,0.15109915696836074
0.8288373372213796,0.5564174393763677
0.8180392079114314,0.27173127149155485
0.3521146567315926,0.29026573424938706
0.8279894819291083,0.21172134973012513
0.6291916403734792,0.4366249545814217
0.67198345758071,0.6808738492838766
0.7959020925755175,0.44669649294506564
0.4843634800166057,0.31701020067487606
0.43139496595712146,0.08236478873743314
0.0017916930798204111,0.4815558523722181
0.5508677809604623,0.14724322789024824
0.3637851680711688,0.07433285458433858
0.5545183009467491,0.850725926988326
0.9832073645678884,0.8962034702031791
0.9658920155609019,0.8137689608885886
0.8062269711649211,0.08653201791805787
0.26827373030500956,0.42525470672362053
0.0739738868153006,0.8541384036085808
0.782597870817755,0.3386411724808005
0.9317959875911476,0.9547812742838515
0.514966738440074,0.6519712224625404
0.30589195319594265,0.6121595846987448
0.011249633343463517,0.021958082465725948
0.22911352258445428,0.4076132811631936
0.7327330911522658,0.28092574225200684
0.5865170508841355,0.5640565359895683
0.2824964230971123,0.8379354160358895
0.2280002317862443,0.9575061242567512
0.25948978645420107,0.882338593444997
0.49198319136866797,0.5486945912840756
0.9667348793630569,0.2293184793446269
0.5209623178286247,0.0438689448483468
0.11822033792020792,0.5699699561522179
0.7093951827094865,0.3984934355427199
0.09585287618047333,0.6287013548656513
0.9623391387973038,0.16047309239271246
0.12433246622189964,0.9762796162034219
0.515943348103625,0.9027751811175475
0.47081154690761384,0.08440043999706759
0.27809760713739595,0.9406145251031673
0.9996960597254022,0.8503756757639918
0.3172577161310376,0.6874774343071154
0.07096022655562406,0.4632294315743146
0.16768824453839581,0.32443452518664684
0.4652606855779472,0.7456962514820548
0.5267465469243562,0.18159108549482095
0.5159317444736317,0.7099400047912381
0.0029447781015542462,0.9190458087018704
0.6273995271670824,0.056605104155930785
0.3772365418249197,0.0039057764396821515
0.08148315339626344,0.22711755442497394
0.8229460148233623,0.2853347506790085
0.3534767061105326,0.21190964407015422
0.1862925090134967,0.6139272926634708
0.31094475142737676,0.8878057046513214
0.16477237324682348,0.8607080478690868
0.8368003097066015,0.6816637420823246
0.5891378679526467,0.11028403053743374
0.7786249375616705,0.06642429320318166
0.7890018991075113,0.8517255175740072
0.3468545635541811,0.5538864065088674
0.26969742091529003,0.249894605765976
0.1714614786319153,0.7220359616887426
0.13736406069852025,0.5610060035963685
0.7187589208167638,0.7962886156125455
0.7298185349098492,0.6996194904486472
0.4930218535661316,0.20486300253075418
0.8134774922359299,0.9703930746039887
0.8723199282369515,0.029201524108172783
0.3667013313029721,0.7209900113132566
0.873548169532129,0.3567607387015145
0.7484091221992883,0.23760845429058686
0.011450303586447386,0.18385654564965115
0.6276342283824026,0.28346823064894855
0.1900170091286465,0.22392875353087482
0.6610356148108105,0.48697446879158035
0.3616172244929077,0.8212330185652954
0.21827659645153918,0.12019898662018147
0.2093212762645109,0.393874596461694
0.21573096129502634,0.5818463654953365
0.6843410702880942,0.7431975712389582
0.6359275575144221,0.2572134020286104
0.03372980914135437,0.31106410750129665
0.10049619086457662,0.6330491664488158
0.44894996159573675,0.3109163804015903
0.3965772552677894,0.8491392904150805
0.6088068592339481,0.09385934018247477
0.9783512879335909,0.8765957719172012
0.7784897155445278,0.6112480486285908
0.8497387109602679,0.5013059666109444
0.2659342078095941,0.8907942862088079
0.6681193342630153,0.8860367898694459
0.6014698607760042,0.9985917978325224
0.24089929349254702,0.42396402117984755
0.4498441839458265,0.7542332235614804
0.8608368786302997,0.09446884165775826
0.3210676528328421,0.7316290201330627
0.479923581353781,0.7978876110989066
0.5898607302679525,0.23252928906881543
0.2975215909143111,0.32964284390410004
0.5852784625871991,0.12690853240741717
0.45981254185450793,0.44858340314623624
0.16129282122581823,0.876264972489661
0.024798078747912733,0.9191102097933599
0.8424091867557759,0.017547753936785537
0.3406101648847448,0.2634403614795673
0.7822140041709426,0.8492397999194673
0.5743311790428978,0.9563594040580199
0.35391386220578824,0.48182591428846444
0.9854723905319517,0.35134817269393914
0.3793736557997668,0.07073054620512531
0.9416413771724874,0.4163828753389296
0.26139526867371954,0.4710269653694348
0.5753967175413315,0.11370306285411846
0.4062145059614004,0.223053606560366
0.3328030070209492,0.013890490163291913
0.40791923761694626,0.05624351700131336
0.920899531813369,0.7186221265845246
0.762355356875489,0.8711437355393221
0.5490783142110425,0.7894910653807361
0.4996209894618364,0.6700325392270884
0.8168800378526032,0.2481027753201116
0.6744002664665041,0.06216735393391937
0.5364353245102744,0.5260211097745282
0.900767949497837,0.4186770690897942
0.4153214472706549,0.6228853087394515
0.30607647396535276,0.6160060282204426
0.9492952189574058,0.17173101733746787
0.9937769394685951,0.48815288617605324
0.4427165419249036,0.9559827826612342
0.5375194045427953,0.9822896415244718
0.4159442189481418,0.8905040851578959
0.6620912102077304,0.8390807784407378
0.5067774294461049,0.9443456383696107
0.422801936332709,0.09077981219869402
0.11158127419794428,0.13998560191901355
0.58401043732383,0.37709282537302935
0.4916849587823976,0.8037459652971664
0.02466997307917873,0.9221832633415282
0.046715151358463936,0.5731445089395517
0.3407668330063419,0.3911662967236019
0.7234861268121524,0.6074030531753565
0.5123438583905381,0.5179233397201265
0.6162273194594433,0.0830556662398898
0.8144817242469714,0.7979189169742976
0.8709327861395364,0.6440658171540882
0.8398029318448552,0.055054088640568266
0.6650984247807291,0.09286559990789978
0.6435040455096331,0.8252201612735055
0.09844845930297108,0.0808269664305834
0.40262614017060083,0.7531958398779933
0.7070093621842588,0.34219809529951195
0.9352239256959919,0.7079781601517338
0.8689075974351174,0.32187186158671977
0.19658354039262682,0.7946120982330711
0.7022681676062412,0.9931829784838877
0.5422090114749311,0.3046199035961451
0.49440267566088725,0.9888641980285311
0.8338123772484829,0.15432264132186224
0.5605477580928675,0.18079168269942059
0.8010117012200213,0.20640062449959395
0.968080122181363,0.037970566429362806
0.762491952401914,0.01472135744117109
0.9869538222106987,0.28066727845818595
0.46911622222579286,0.0973967249118417
0.37943131784113904,0.9815217710662264
0.026133883672153857,0.34185097053041846
0.30237435682477276,0.5042845108329029
0.40272959365740735,0.18476537797124448
0.9263512127582697,0.0033132255636294516
0.263165610605535,0.8558057319826873
0.6092260287368575,0.007061167643179989
0.19085306376390276,0.683867489699897
0.5901644703380362,0.7726116407810117
0.7207556934524456,0.9259297573199607
0.6514402316796324,0.7152755327964406
0.8012334092675761,0.9497188716947711
0.05789418993609374,0.6199733610377264
0.866909444371454,0.5799431910224235
0.23724900384016934,0.8261730878498932
0.5452396011012517,0.47715360945627805
0.4454798136954774,0.2833795313116274
